bandwidth_mbps,cpu_percent,gpu_percent,ram_percent,rtt_ms,jitter_ms,motion_score,change_score,onboard_latency,offboard_latency,best_route
0.12,95.5,0.0,78.2,1.4,1.63,0.0088,0.0044,0.0239,0.0498,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0088,0.0044,0.0313,0.0499,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0632,0.0044,0.0199,0.0549,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0632,0.0044,0.0224,0.0551,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0632,0.0044,0.0248,0.0552,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0088,0.0044,0.0447,0.051,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0088,0.0044,0.0511,0.0512,0
0.12,95.5,0.0,78.2,1.4,1.63,0.0088,0.0044,0.0593,0.0513,1
0.12,96.0,0.0,78.51,1.4,1.63,0.0089,0.0045,0.0328,0.0628,0
0.12,96.0,0.0,78.51,1.4,1.63,0.0089,0.0045,0.0454,0.063,0
0.12,96.0,0.0,78.51,1.4,1.63,0.0089,0.0045,0.0496,0.0631,0
0.12,96.0,0.0,78.51,1.4,1.63,0.0768,0.0042,0.0481,0.0509,0
0.12,96.0,0.0,78.51,1.4,1.63,0.0768,0.0042,0.0631,0.0511,1
0.12,96.0,0.0,78.51,1.4,1.63,0.0768,0.0042,0.0699,0.0512,1
0.12,96.0,0.0,78.51,1.4,1.63,0.0078,0.0039,0.0543,0.0492,1
0.12,96.0,0.0,78.51,1.4,1.63,0.0078,0.0039,0.0568,0.0493,1
0.12,96.0,0.0,78.51,1.4,1.63,0.0078,0.0039,0.0654,0.0494,1
0.12,97.75,0.0,78.56,1.4,1.63,0.0089,0.0044,0.0308,0.0494,0
0.12,97.75,0.0,78.56,1.4,1.63,0.0089,0.0044,0.0359,0.0496,0
0.12,97.75,0.0,78.56,1.4,1.63,0.0089,0.0044,0.0411,0.0497,0
0.09,97.75,0.0,78.56,1.79,1.5,0.066,0.0045,0.0547,0.0548,0
0.09,97.75,0.0,78.56,1.79,1.5,0.066,0.0045,0.0631,0.055,1
0.09,97.75,0.0,78.56,1.79,1.5,0.066,0.0045,0.0692,0.0552,1
0.09,97.75,0.0,78.56,1.79,1.5,0.0086,0.0043,0.0438,0.0454,0
0.09,97.75,0.0,78.56,1.79,1.5,0.0086,0.0043,0.0534,0.0456,1
0.09,97.75,0.0,78.56,1.79,1.5,0.0086,0.0043,0.0558,0.0457,1
0.09,97.75,0.0,78.56,1.79,1.5,0.0085,0.0043,0.0546,0.0563,0
0.09,97.75,0.0,78.56,1.79,1.5,0.0085,0.0043,0.0579,0.0565,1
0.09,97.75,0.0,78.56,1.79,1.5,0.0085,0.0043,0.0797,0.0566,1
0.09,94.75,0.0,78.66,1.79,1.5,0.0598,0.0042,0.0513,0.0537,0
0.09,94.75,0.0,78.66,1.79,1.5,0.0598,0.0042,0.0615,0.054,1
0.09,94.75,0.0,78.66,1.79,1.5,0.0598,0.0042,0.065,0.0542,1
0.09,94.75,0.0,78.66,1.79,1.5,0.0082,0.0041,0.0318,0.0504,0
0.09,94.75,0.0,78.66,1.79,1.5,0.0082,0.0041,0.0521,0.0507,1
0.09,94.75,0.0,78.66,1.79,1.5,0.0082,0.0041,0.079,0.0508,1
0.09,94.75,0.0,78.66,1.79,1.5,0.008,0.004,0.0612,0.0482,1
0.09,94.75,0.0,78.66,1.79,1.5,0.008,0.004,0.0641,0.0484,1
0.09,94.75,0.0,78.66,1.79,1.5,0.008,0.004,0.0898,0.0485,1
0.09,94.75,0.0,78.66,1.79,1.5,0.0573,0.0046,0.0215,0.053,0
0.09,94.75,0.0,78.66,1.79,1.5,0.0573,0.0046,0.0236,0.0532,0
0.09,94.75,0.0,78.66,1.79,1.5,0.0573,0.0046,0.0313,0.0535,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0081,0.0041,0.0211,0.0503,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0081,0.0041,0.0243,0.0505,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0081,0.0041,0.0298,0.0506,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0089,0.0045,0.0211,0.0518,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0089,0.0045,0.0268,0.052,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0089,0.0045,0.0298,0.0523,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0546,0.0041,0.0316,0.0529,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0546,0.0041,0.035,0.0532,0
0.09,93.75,0.0,77.4,1.79,1.5,0.0546,0.0041,0.0424,0.0533,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0083,0.0042,0.0178,0.0479,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0083,0.0042,0.0208,0.0481,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0083,0.0042,0.0371,0.0482,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0096,0.0048,0.021,0.0491,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0096,0.0048,0.0234,0.0493,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0096,0.0048,0.0263,0.0494,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0544,0.0044,0.0227,0.0506,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0544,0.0044,0.0277,0.0508,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0544,0.0044,0.0431,0.0509,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0089,0.0045,0.0179,0.0503,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0089,0.0045,0.0224,0.0505,0
0.12,80.75,0.0,77.35,1.14,1.34,0.0089,0.0045,0.0271,0.0506,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0091,0.0045,0.0155,0.0463,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0091,0.0045,0.0245,0.0465,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0091,0.0045,0.0293,0.0466,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0489,0.0043,0.0224,0.0466,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0489,0.0043,0.0296,0.0467,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0489,0.0043,0.0339,0.0468,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0077,0.0038,0.0143,0.0515,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0077,0.0038,0.0182,0.0519,0
0.12,78.75,99.0,77.37,1.14,1.34,0.0077,0.0038,0.0236,0.0522,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0084,0.0042,0.018,0.0862,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0084,0.0042,0.0205,0.0864,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0084,0.0042,0.0241,0.0866,0
0.12,77.5,78.0,77.3,1.14,1.34,0.049,0.0041,0.0258,0.0608,0
0.12,77.5,78.0,77.3,1.14,1.34,0.049,0.0041,0.0282,0.061,0
0.12,77.5,78.0,77.3,1.14,1.34,0.049,0.0041,0.0322,0.0634,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0086,0.0043,0.0192,0.0584,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0086,0.0043,0.0228,0.0588,0
0.12,77.5,78.0,77.3,1.14,1.34,0.0086,0.0043,0.0334,0.0591,0
0.14,77.5,78.0,77.3,1.48,0.98,0.0085,0.0042,0.0227,0.0652,0
0.14,77.5,78.0,77.3,1.48,0.98,0.0085,0.0042,0.0251,0.0654,0
0.14,77.5,78.0,77.3,1.48,0.98,0.0085,0.0042,0.0276,0.0655,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0489,0.0044,0.0262,0.0693,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0489,0.0044,0.0302,0.0696,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0489,0.0044,0.0331,0.0697,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0081,0.004,0.0202,0.0602,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0081,0.004,0.0237,0.0604,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0081,0.004,0.0297,0.0606,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0082,0.0041,0.0322,0.0845,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0082,0.0041,0.0344,0.0847,0
0.14,75.25,0.0,77.35,1.48,0.98,0.0082,0.0041,0.037,0.0848,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0508,0.0044,0.0181,0.0596,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0508,0.0044,0.0212,0.0599,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0508,0.0044,0.0276,0.0633,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0088,0.0044,0.0183,0.0701,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0088,0.0044,0.0239,0.0704,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0088,0.0044,0.027,0.071,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0089,0.0044,0.0143,0.0582,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0089,0.0044,0.0231,0.0584,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0089,0.0044,0.0257,0.0587,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0506,0.0041,0.0269,0.0605,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0506,0.0041,0.0346,0.0607,0
0.14,77.5,0.0,77.37,1.48,0.98,0.0506,0.0041,0.0416,0.0608,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0044,0.0184,0.1146,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0044,0.0215,0.1148,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0044,0.0302,0.1152,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0043,0.0201,0.2232,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0043,0.024,0.2239,0
0.14,81.5,92.0,77.35,1.48,0.98,0.0087,0.0043,0.0316,0.2277,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0675,0.0046,0.0212,0.1415,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0675,0.0046,0.0284,0.1419,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0675,0.0046,0.0477,0.1422,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0085,0.0043,0.0151,0.053,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0085,0.0043,0.0188,0.0532,0
0.14,81.5,92.0,77.35,1.02,0.71,0.0085,0.0043,0.0215,0.0534,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0085,0.0042,0.0143,0.0537,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0085,0.0042,0.0172,0.0539,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0085,0.0042,0.0224,0.0541,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0512,0.0043,0.0323,0.0482,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0512,0.0043,0.0468,0.0483,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0512,0.0043,0.0579,0.0484,1
0.14,76.75,72.0,77.32,1.02,0.71,0.0089,0.0044,0.0146,0.0477,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0089,0.0044,0.0175,0.0479,0
0.14,76.75,72.0,77.32,1.02,0.71,0.0089,0.0044,0.0266,0.048,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0089,0.0045,0.014,0.0442,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0089,0.0045,0.0173,0.0443,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0089,0.0045,0.0202,0.0445,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0487,0.0044,0.0236,0.0493,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0487,0.0044,0.0261,0.0495,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0487,0.0044,0.0285,0.0496,0
0.14,79.75,33.0,77.35,1.02,0.71,0.009,0.0045,0.0155,0.0629,0
0.14,79.75,33.0,77.35,1.02,0.71,0.009,0.0045,0.0242,0.0631,0
0.14,79.75,33.0,77.35,1.02,0.71,0.009,0.0045,0.0394,0.0632,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0078,0.0039,0.0158,0.0458,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0078,0.0039,0.0191,0.046,0
0.14,79.75,33.0,77.35,1.02,0.71,0.0078,0.0039,0.0222,0.0461,0
0.14,74.0,0.0,77.35,1.02,0.71,0.0561,0.0045,0.0972,0.0498,1
0.14,74.0,0.0,77.35,1.02,0.71,0.0561,0.0045,0.1044,0.0499,1
0.14,74.0,0.0,77.35,1.02,0.71,0.0561,0.0045,0.1143,0.05,1
0.13,74.0,0.0,77.35,1.16,0.65,0.009,0.0045,0.017,0.0513,0
0.13,74.0,0.0,77.35,1.16,0.65,0.009,0.0045,0.0269,0.0516,0
0.13,74.0,0.0,77.35,1.16,0.65,0.009,0.0045,0.0356,0.0519,0
0.13,74.0,0.0,77.35,1.16,0.65,0.0088,0.0044,0.0258,0.0468,0
0.13,74.0,0.0,77.35,1.16,0.65,0.0088,0.0044,0.0284,0.047,0
0.13,74.0,0.0,77.35,1.16,0.65,0.0088,0.0044,0.0311,0.0471,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0575,0.0047,0.0212,0.051,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0575,0.0047,0.0244,0.0512,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0575,0.0047,0.0359,0.0513,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0089,0.0045,0.0297,0.0506,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0089,0.0045,0.0354,0.0508,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0089,0.0045,0.0421,0.0509,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0082,0.0041,0.0205,0.0493,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0082,0.0041,0.0251,0.0495,0
0.13,79.25,0.0,77.37,1.16,0.65,0.0082,0.0041,0.0277,0.0496,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0574,0.0041,0.0241,0.0519,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0574,0.0041,0.0273,0.0522,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0574,0.0041,0.0338,0.0524,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0096,0.0048,0.0177,0.046,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0096,0.0048,0.0249,0.0462,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0096,0.0048,0.031,0.0463,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0082,0.0041,0.0244,0.0474,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0082,0.0041,0.037,0.0476,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0082,0.0041,0.0484,0.0477,1
0.13,81.25,0.0,77.32,1.16,0.65,0.0472,0.0043,0.0209,0.0501,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0472,0.0043,0.0234,0.0503,0
0.13,81.25,0.0,77.32,1.16,0.65,0.0472,0.0043,0.0318,0.0505,0
0.13,81.0,0.0,77.35,1.16,0.65,0.0099,0.0049,0.0317,0.0441,0
0.13,81.0,0.0,77.35,1.16,0.65,0.0099,0.0049,0.0452,0.0443,1
0.13,81.0,0.0,77.35,1.16,0.65,0.0099,0.0049,0.0536,0.0444,1
0.14,81.0,0.0,77.35,2.58,0.77,0.0087,0.0044,0.0135,0.0474,0
0.14,81.0,0.0,77.35,2.58,0.77,0.0087,0.0044,0.0172,0.0476,0
0.14,81.0,0.0,77.35,2.58,0.77,0.0087,0.0044,0.0213,0.0479,0
0.14,81.0,0.0,77.35,2.58,0.77,0.0499,0.0047,0.0328,0.0542,0
0.14,81.0,0.0,77.35,2.58,0.77,0.0499,0.0047,0.0368,0.0544,0
0.14,81.0,0.0,77.35,2.58,0.77,0.0499,0.0047,0.0446,0.0545,0
0.14,79.75,0.0,77.35,2.58,0.77,0.009,0.0045,0.0136,0.0473,0
0.14,79.75,0.0,77.35,2.58,0.77,0.009,0.0045,0.016,0.0475,0
0.14,79.75,0.0,77.35,2.58,0.77,0.009,0.0045,0.0191,0.0476,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0091,0.0046,0.0158,0.045,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0091,0.0046,0.0186,0.0452,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0091,0.0046,0.0269,0.0453,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0557,0.0048,0.034,0.0501,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0557,0.0048,0.0461,0.0502,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0557,0.0048,0.0573,0.0504,1
0.14,79.75,0.0,77.35,2.58,0.77,0.0088,0.0044,0.0143,0.0475,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0088,0.0044,0.0168,0.0478,0
0.14,79.75,0.0,77.35,2.58,0.77,0.0088,0.0044,0.0235,0.0479,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0084,0.0042,0.0209,0.0478,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0084,0.0042,0.0235,0.0481,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0084,0.0042,0.0291,0.0483,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0557,0.0042,0.0199,0.0586,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0557,0.0042,0.0372,0.0588,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0557,0.0042,0.0396,0.059,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0088,0.0044,0.0185,0.0499,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0088,0.0044,0.025,0.0501,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0088,0.0044,0.0298,0.0502,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0087,0.0044,0.0214,0.0518,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0087,0.0044,0.0306,0.052,0
0.14,76.0,99.0,77.35,2.58,0.77,0.0087,0.0044,0.0342,0.0522,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0569,0.0044,0.0231,0.0498,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0569,0.0044,0.0254,0.05,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0569,0.0044,0.0289,0.0501,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.02,0.0449,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.0249,0.0451,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.0275,0.0453,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0087,0.0044,0.0218,0.0507,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0087,0.0044,0.0259,0.0509,0
0.15,79.25,0.0,77.35,8.68,1.31,0.0087,0.0044,0.0427,0.051,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0583,0.0042,0.0376,0.0465,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0583,0.0042,0.0456,0.0467,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0583,0.0042,0.0533,0.0468,1
0.15,80.75,99.0,77.3,8.68,1.31,0.008,0.004,0.0266,0.0476,0
0.15,80.75,99.0,77.3,8.68,1.31,0.008,0.004,0.0339,0.0477,0
0.15,80.75,99.0,77.3,8.68,1.31,0.008,0.004,0.0402,0.0479,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0077,0.0038,0.0176,0.0456,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0077,0.0038,0.0222,0.0458,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0077,0.0038,0.0258,0.0459,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0427,0.0042,0.0377,0.0489,0
0.15,80.75,99.0,77.3,8.68,1.31,0.0427,0.0042,0.0522,0.0491,1
0.15,80.75,99.0,77.3,8.68,1.31,0.0427,0.0042,0.0613,0.0493,1
0.15,81.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.0237,0.0473,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.0297,0.0476,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0089,0.0045,0.049,0.0477,1
0.15,81.25,0.0,77.35,8.68,1.31,0.0085,0.0042,0.0149,0.0467,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0085,0.0042,0.0173,0.0469,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0085,0.0042,0.0197,0.047,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0542,0.0043,0.0264,0.0493,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0542,0.0043,0.0286,0.0496,0
0.15,81.25,0.0,77.35,8.68,1.31,0.0542,0.0043,0.036,0.0498,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0082,0.0041,0.0216,0.0477,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0082,0.0041,0.0275,0.0479,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0082,0.0041,0.0337,0.0482,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0086,0.0043,0.033,0.0451,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0086,0.0043,0.0464,0.0453,1
0.14,85.0,0.0,77.27,1.24,1.77,0.0086,0.0043,0.0577,0.0454,1
0.14,85.0,0.0,77.27,1.24,1.77,0.0625,0.0045,0.0192,0.0512,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0625,0.0045,0.0339,0.0513,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0625,0.0045,0.0398,0.0516,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0091,0.0046,0.0358,0.0475,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0091,0.0046,0.04,0.0481,0
0.14,85.0,0.0,77.27,1.24,1.77,0.0091,0.0046,0.0434,0.0483,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0099,0.0049,0.019,0.0461,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0099,0.0049,0.0249,0.0463,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0099,0.0049,0.028,0.0464,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0682,0.0044,0.0322,0.0497,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0682,0.0044,0.0359,0.0499,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0682,0.0044,0.0426,0.05,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0095,0.0047,0.017,0.051,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0095,0.0047,0.0239,0.0512,0
0.14,81.0,0.0,77.3,1.24,1.77,0.0095,0.0047,0.0272,0.0515,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0,0.0,0.0574,0.2858,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0,0.0,0.06,0.2861,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0,0.0,0.0615,0.2863,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0084,0.0042,0.0204,0.2618,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0084,0.0042,0.0225,0.262,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0084,0.0042,0.0237,0.2621,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0081,0.0041,0.0239,0.2488,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0081,0.0041,0.027,0.2491,0
0.02,83.5,39.0,61.1,1.51,0.16,0.0081,0.0041,0.0296,0.2493,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0573,0.0045,0.0303,0.0868,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0573,0.0045,0.0403,0.0869,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0573,0.0045,0.0534,0.0871,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0088,0.0044,0.0578,0.0723,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0088,0.0044,0.0623,0.0726,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0088,0.0044,0.0647,0.0728,0
0.02,89.0,0.0,61.55,1.51,0.16,0.008,0.004,0.0436,0.0946,0
0.02,89.0,0.0,61.55,1.51,0.16,0.008,0.004,0.0463,0.0949,0
0.02,89.0,0.0,61.55,1.51,0.16,0.008,0.004,0.0509,0.095,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0552,0.0042,0.033,0.0766,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0552,0.0042,0.0357,0.0768,0
0.02,89.0,0.0,61.55,1.51,0.16,0.0552,0.0042,0.0465,0.077,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0086,0.0043,0.0289,0.1001,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0086,0.0043,0.0325,0.1021,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0086,0.0043,0.035,0.1026,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0089,0.0045,0.0177,0.0689,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0089,0.0045,0.021,0.0691,0
0.02,94.75,28.0,62.82,1.51,0.16,0.0089,0.0045,0.0221,0.0693,0
0.02,94.75,28.0,62.82,1.06,0.24,0.0556,0.0042,0.0288,0.075,0
0.02,94.75,28.0,62.82,1.06,0.24,0.0556,0.0042,0.0373,0.0753,0
0.02,94.75,28.0,62.82,1.06,0.24,0.0556,0.0042,0.0395,0.0755,0
0.02,94.75,28.0,62.82,1.06,0.24,0.009,0.0045,0.0553,0.1039,0
0.02,94.75,28.0,62.82,1.06,0.24,0.009,0.0045,0.0578,0.1041,0
0.02,94.75,28.0,62.82,1.06,0.24,0.009,0.0045,0.0635,0.1043,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0083,0.0042,0.0246,0.0819,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0083,0.0042,0.0295,0.0821,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0083,0.0042,0.0332,0.0823,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0726,0.0043,0.027,0.0725,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0726,0.0043,0.0308,0.0727,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0726,0.0043,0.0466,0.0728,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0093,0.0047,0.0221,0.072,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0093,0.0047,0.0279,0.0722,0
0.02,90.0,0.0,63.65,1.06,0.24,0.0093,0.0047,0.0307,0.0723,0
0.02,93.25,29.0,64.03,1.06,0.24,0.009,0.0045,0.0325,0.0699,0
0.02,93.25,29.0,64.03,1.06,0.24,0.009,0.0045,0.0367,0.0701,0
0.02,93.25,29.0,64.03,1.06,0.24,0.009,0.0045,0.0398,0.0702,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0546,0.0047,0.0296,0.0964,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0546,0.0047,0.0417,0.0967,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0546,0.0047,0.0532,0.097,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0095,0.0047,0.0326,0.0603,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0095,0.0047,0.039,0.0605,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0095,0.0047,0.0542,0.0606,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0091,0.0045,0.0203,0.073,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0091,0.0045,0.0218,0.0732,0
0.02,93.25,29.0,64.03,1.06,0.24,0.0091,0.0045,0.0231,0.0735,0
